"Timestamp","Category","Name","Message"
"4/3/15 5:58:37 PM","Membership","Haann","Promoted Schplasm to Veteran."
"4/3/15 5:58:33 PM","Membership","Haann","Promoted Schplasm to Member."
"4/3/15 5:58:12 PM","Membership","Schplasm","Accepted Medium-Moose's invitation to join the guild. Welcome!"
"4/3/15 5:55:46 PM","Membership","Schplasm","Left the guild. Farewell!"
"4/2/15 12:35:19 PM","Upkeep","","Upkeep paid! 30,650 crowns removed from the guild treasury."
"3/30/15 10:32:50 PM","Membership","Octarinepyre","Left the guild. Farewell!"
"3/29/15 7:18:48 PM","Treasury","Adrianpeterson","Added 10,000 crowns to the guild treasury."
"3/29/15 7:13:27 PM","Membership","Don-Bigodon","Accepted Haann's invitation to join the guild. Welcome!"
"3/29/15 5:33:44 PM","Membership","Haann","Promoted Experitex to Member."
"3/29/15 12:25:43 AM","Storage","Haann","Removed Frosty Brigandine from veteran storage."
"3/29/15 12:25:01 AM","Storage","Haann","Removed Frosty Tailed Helm from officer storage."
"3/27/15 7:31:09 PM","Membership","Marrowmasster","Accepted Mynameis-Seven's invitation to join the guild. Welcome!"
"3/26/15 10:01:07 PM","Treasury","Haann","Added 10,000 crowns to the guild treasury."
"3/26/15 10:00:21 PM","Storage","Haann","Removed Mega Tundrus Recipe from officer storage."
"3/26/15 8:33:50 PM","Treasury","Schplasm","Added 10,000 crowns to the guild treasury."
"3/26/15 12:35:19 PM","Upkeep","","Upkeep paid! 30,650 crowns removed from the guild treasury."
"3/26/15 1:57:39 AM","Treasury","Haann","Added 25,000 crowns to the guild treasury."
"3/26/15 1:50:34 AM","Storage","Haann","Removed Arcana Recipe from officer storage."
"3/25/15 9:50:21 PM","Membership","Haann","Promoted Rhons to Veteran."
"3/25/15 9:50:18 PM","Membership","Haann","Promoted Rhons to Member."
"3/25/15 9:50:05 PM","Membership","Rhons","Accepted Mynameis-Seven's invitation to join the guild. Welcome!"
"3/25/15 9:50:02 PM","Membership","Rhons","Left the guild. Farewell!"
"3/25/15 9:49:58 PM","Membership","Rhons","Accepted Haann's invitation to join the guild. Welcome!"
"3/25/15 8:28:32 PM","Membership","Mynameis-Seven","Promoted Octarinepyre to Member."
"3/25/15 8:27:54 PM","Membership","Octarinepyre","Accepted Haann's invitation to join the guild. Welcome!"
"3/25/15 7:40:56 PM","Membership","Rhons","Left the guild. Farewell!"
"3/25/15 2:14:07 AM","Storage","Haann","Removed Dragon Scale from veteran storage."
"3/25/15 2:12:26 AM","Storage","Haann","Added Fiendish Tor Glyph (7 copies) to veteran storage."
"3/25/15 2:12:26 AM","Storage","Haann","Added Fiendish Nok Glyph (3 copies) to veteran storage."
"3/25/15 2:12:26 AM","Storage","Haann","Added Fiendish Sol Glyph (2 copies) to veteran storage."
"3/25/15 2:12:26 AM","Storage","Haann","Added Fiendish Ur Glyph (9 copies) to veteran storage."
"3/25/15 2:12:26 AM","Storage","Haann","Added Fiendish Amu Glyph (2 copies) to veteran storage."
"3/24/15 10:20:25 PM","Storage","Schplasm","Added Fiendish Tor Glyph (20 copies) to veteran storage."
"3/24/15 10:20:25 PM","Storage","Schplasm","Added Fiendish Nok Glyph (25 copies) to veteran storage."
"3/24/15 10:20:25 PM","Storage","Schplasm","Added Fiendish Sol Glyph (15 copies) to veteran storage."
"3/24/15 10:20:25 PM","Storage","Schplasm","Added Fiendish Ur Glyph (16 copies) to veteran storage."
"3/24/15 10:20:25 PM","Storage","Schplasm","Added Fiendish Amu Glyph (26 copies) to veteran storage."
