"Timestamp","Category","Name","Message"
"8/4/14 11:27:26 AM","Treasury","Wilful-Carnage","Added 2,000 crowns to the guild treasury."
"8/4/14 11:25:34 AM","Treasury","Sahzee","Added 2,000 crowns to the guild treasury."
"8/4/14 8:53:21 AM","Membership","Citizen-Reign","Accepted Medium-Moose's invitation to join the guild. Welcome!"
"8/3/14 2:08:46 PM","Treasury","Schplasm","Added Schemer Scrap to the Treasury."
"8/3/14 1:33:55 AM","Membership","Light-Em-Up","Left the guild. Farewell!"
"8/2/14 6:21:05 PM","Guild Hall","Medium-Moose","Published the Guild Hall."
"8/2/14 6:19:59 PM","Treasury","Medium-Moose","Added Winterfest Table to the Treasury."
"8/2/14 5:32:22 PM","Storage","Mynameis-Seven","Removed Antigua from officer storage."
"8/2/14 5:31:03 PM","Storage","Purepwn","Removed Iron Slug from officer storage."
"8/2/14 5:28:33 PM","Guild Hall","Medium-Moose","Published the Guild Hall."
"8/2/14 5:08:48 PM","Treasury","Medium-Moose","Placed a Hunter's Lodge for 475,000 crowns, replacing a Empty Room."
"8/2/14 5:05:40 PM","Treasury","Medium-Moose","Added 200,000 crowns to the guild treasury."
"8/2/14 4:55:20 PM","Storage","Mynameis-Seven","Added Antigua to officer storage."
"8/2/14 4:55:20 PM","Storage","Mynameis-Seven","Added Pulsar (2 copies) to officer storage."
"8/2/14 4:54:30 PM","Storage","Medium-Moose","Added Iron Slug to officer storage."
"8/2/14 4:05:46 PM","Storage","Medium-Moose","Added Biohazard Recipe to officer storage."
"8/2/14 4:05:46 PM","Storage","Medium-Moose","Added Virulent Catalyzer Recipe to officer storage."
"8/2/14 4:05:46 PM","Storage","Medium-Moose","Added Kilowatt Pulsar Recipe to officer storage."
"8/2/14 12:24:51 PM","Membership","Grizbarr","Accepted Mynameis-Seven's invitation to join the guild. Welcome!"
"8/2/14 12:10:05 PM","Membership","Mynameis-Seven","Promoted Verdance to Member."
"8/2/14 12:09:57 PM","Membership","Mynameis-Seven","Promoted Treeknight to Member."
"8/2/14 12:09:46 PM","Membership","Mynameis-Seven","Promoted Titanzone to Member."
"8/2/14 12:09:39 PM","Membership","Mynameis-Seven","Promoted Shoot-Bot to Member."
"8/2/14 12:09:28 PM","Membership","Mynameis-Seven","Promoted Rulezeworld to Member."
"8/2/14 12:09:21 PM","Membership","Mynameis-Seven","Promoted Ruckboy to Member."
"8/2/14 12:09:11 PM","Membership","Mynameis-Seven","Promoted Rheinallt to Member."
"8/2/14 12:09:01 PM","Membership","Mynameis-Seven","Promoted Purple-Underdog to Member."
"8/2/14 12:08:51 PM","Membership","Mynameis-Seven","Promoted Outlaw-Knight to Member."
"8/2/14 12:08:39 PM","Membership","Mynameis-Seven","Promoted Noble-Ten to Member."
"8/2/14 12:08:27 PM","Membership","Mynameis-Seven","Promoted Nasod-Mercenary to Member."
"8/2/14 12:08:16 PM","Membership","Mynameis-Seven","Promoted Midabr to Member."
"8/2/14 12:08:07 PM","Membership","Mynameis-Seven","Promoted Lord-Metaknight to Member."
"8/2/14 12:08:00 PM","Membership","Mynameis-Seven","Promoted Countcookiedie to Member."
"8/2/14 12:07:50 PM","Membership","Mynameis-Seven","Promoted Arkus-One to Member."
"8/1/14 11:35:50 PM","Treasury","Flareminute","Added 5,000 crowns to the guild treasury."
"8/1/14 11:17:53 PM","Treasury","Mynameis-Seven","Added 25,000 crowns to the guild treasury."
"8/1/14 11:07:04 PM","Storage","Mynameis-Seven","Removed Neutralizer Recipe from officer storage."
"8/1/14 5:11:26 PM","Membership","Purepwn","Promoted Schplasm to Member."
"8/1/14 11:07:58 AM","Membership","Purepwn","Promoted Zodeversatile to Member."
"7/31/14 12:35:19 PM","Upkeep","","Upkeep paid! 30,650 crowns removed from the guild treasury."
"7/30/14 7:08:55 PM","Treasury","Schplasm","Added Schemer Scrap to the Treasury."
"7/29/14 9:53:30 PM","Membership","Mynameis-Sevn","Promoted Mynameis-Seven to Guild Master."
"7/29/14 9:53:27 PM","Membership","Mynameis-Sevn","Promoted Mynameis-Seven to Officer."
"7/29/14 9:53:24 PM","Membership","Mynameis-Sevn","Promoted Mynameis-Seven to Veteran."
"7/29/14 9:53:21 PM","Membership","Mynameis-Sevn","Promoted Mynameis-Seven to Member."
"7/29/14 9:53:17 PM","Membership","Mynameis-Seven","Accepted Mynameis-Sevn's invitation to join the guild. Welcome!"
"7/29/14 8:58:23 PM","Membership","Mynameis-Seven","Left the guild. Farewell!"
